Source,Target,Weight_0,Weight_1,Weight_2,Weight_3,Weight_4,Weight_5,Weight_6,Weight_7,Weight_8,Weight_9,Weight_10,Weight_11
b4396,b0820,0.4857634583990816,0.49642828547261686,0.48619834660390354,0.5257640106730994,0.5096711499204478,0.5057973494620669,0.49963353082166295,0.49229782295343427,0.5222286288444123,0.4833954765691569,0.46913925372460175,0.4813034074244379
b0820,b0820,0.472499308688795,0.47536396867461733,0.4765682441699102,0.49635438926381537,0.49429183618594186,0.49767748941981527,0.4928214126803,0.488474360524252,0.48532155366778407,0.4730086390912896,0.47281078190499304,0.47913325217139924
b0889,b0808,0.4559303913715151,0.46828729096238353,0.47764146541900476,0.5044276570087666,0.5071801626867884,0.5146166279813872,0.5144908030310809,0.5164501764814325,0.5222937592538583,0.5204893493417896,0.5310042983294108,0.5471814635593762
b0808,b0808,0.5249062824052112,0.5191313354168574,0.514983680845768,0.527277182221603,0.5177669061086234,0.5163669253647497,0.5088025202560662,0.5029870849127893,0.4991943866688179,0.4860572701759472,0.48453660850910313,0.48911018354618596
b4401,b2979,0.4865677947929085,0.5041765394762293,0.49521200063223364,0.5199230382236198,0.5187206658749204,0.5327211941764421,0.5192207734178159,0.509738622568853,0.5050392419073574,0.49865170081654575,0.4954971008053494,0.5132598962489608
b0113,b2979,0.48239564221424286,0.4810114400292235,0.46699315957005555,0.4828864435712199,0.48817899649313823,0.482371250207843,0.49334687366728,0.47815837785340065,0.455451659560769,0.47333827833751274,0.475287881121897,0.43043942678201824
b2980,b2979,0.4908948131158268,0.4953657655255091,0.4973340592687708,0.5098293864811281,0.5100060871735708,0.5057139469947182,0.4963756302912715,0.5007175839486182,0.5061542021025298,0.49285808069002957,0.4948674215159367,0.5270777678727211
b1712,b2979,0.46428160799237306,0.4744524975607842,0.4687725723100693,0.49033947002504863,0.4944361757767549,0.5136743608079828,0.48713315938737106,0.47828835689716875,0.48853114020883354,0.4712005153682887,0.46253009977094217,0.500825841236278
b0912,b2979,0.46814234248755704,0.48265646085313624,0.48542155008190957,0.5066435904344075,0.5015271463937575,0.5000152402771824,0.4973135109013015,0.49961369304365794,0.4898884122924789,0.46951661306317655,0.4693129132191991,0.48999135917968994
b3067,b2979,0.45892680425185917,0.45774245372760947,0.4745501065971978,0.5002216235670844,0.48911442320061627,0.4998836442297095,0.4910225605255379,0.4917189044763812,0.4989620574378266,0.4648468265157134,0.465098473247733,0.48689021453961984
b2979,b2979,0.49515001608711645,0.48156853210755846,0.4941197290635604,0.5112368456484865,0.5023698890679871,0.4978425372745481,0.5053929986987765,0.5047494470709195,0.5052581334834471,0.49609876763962124,0.5052249366431296,0.49037871050988485
b3067,b4449,0.49534430145936637,0.49717929255730003,0.49912249991959423,0.5191131350032767,0.518017388875234,0.52540980772435,0.5272596448090793,0.531054885550933,0.5375583022335532,0.5342923529513509,0.5413098747998022,0.5537388436716256
b4449,b4449,0.4934723180942454,0.4963383516487102,0.49814487393728873,0.5156264092230947,0.5087062755552823,0.5066508292909282,0.4966207012306064,0.4882660058019905,0.4825730492266663,0.468996704985503,0.4685261113150409,0.474231796871192
b0683,b3326,0.44248970844475544,0.4343759315688453,0.43315579120069503,0.46072230902285954,0.4644554890842901,0.4728359256139321,0.4528038760680688,0.45569508976173306,0.4330696913185047,0.4290514177807426,0.43125734729509163,0.41566190722577256
b1237,b3326,0.4821963926411607,0.506703707626423,0.5062078293970891,0.5201991089476385,0.5099414751447872,0.5094435701956492,0.5049134430855305,0.48684512292799875,0.4928766305762766,0.5191958732355578,0.4915610176191717,0.494093602037758
b3067,b3326,0.5372298253062959,0.5251333053872207,0.5293497039234528,0.5502352802777151,0.546427239887678,0.5496007464021281,0.5427729775800174,0.5535877260658665,0.5532462649347929,0.5368146115477823,0.5641022967349332,0.5778293599066072
b1642,b3326,0.4424165227718901,0.4491592967188736,0.452041788896602,0.46819701389538565,0.469027486730174,0.4709828967312185,0.4832215538994268,0.4716478673877061,0.47822622982292295,0.42570002741558033,0.42570491079254114,0.452205100105045
b3326,b3326,0.5077940804063579,0.5100563880208598,0.5125090932050372,0.5305978586141386,0.5251646118264706,0.5269805214107918,0.5228642518023944,0.5214171129023182,0.5236756369118494,0.5175004248954765,0.5229618703872434,0.5338063942443102
b1988,b2038,0.6069063058000934,0.6074317359204675,0.6133474462742663,0.6266431174012934,0.6117346387346104,0.6091235790769113,0.6060045467204268,0.6091536582975154,0.6216075275967764,0.6246919963673897,0.6304767865861145,0.6446925590653845
b2664,b2038,0.38601442185619306,0.3904017501307486,0.3886181362986488,0.41263604338344256,0.41888973506094074,0.4261916228124168,0.42062117002862726,0.412675162514563,0.4012915861877483,0.38197640657449433,0.3835361943025058,0.38841779466519216
b2038,b2038,0.4722124331215707,0.475104818253721,0.4763153305244781,0.496121322259753,0.49408371258862277,0.4974789381089534,0.49266469076444636,0.4884304465845562,0.48538228105443953,0.47317494795560766,0.4731509946776856,0.4794161026048676
b2741,b1257,0.4849220708610801,0.49135987477087717,0.49408338070961305,0.5099295963915478,0.5101347688789301,0.5074635402719847,0.5063574008981427,0.501237655105498,0.5071743825667697,0.48937066697959214,0.5004423648112302,0.49414898956050385
b1237,b1257,0.47932993034567006,0.480368595629478,0.5006887370905108,0.5196643094007265,0.5171376115686563,0.5227214854114951,0.5098598560997035,0.5161283286343965,0.5065789702698245,0.5079558652842907,0.5020028675719167,0.49796962710397435
b3067,b1257,0.49637994624990656,0.49355504076099255,0.4854252130999285,0.5095775214939644,0.4996913317674002,0.5097048288356285,0.5034956163373326,0.4996248003866017,0.49228675587473913,0.49092735110034175,0.4834404347451213,0.5208177031333184
b1450,b1257,0.48624598739995994,0.49287081886353307,0.4849964996717196,0.5019068798683362,0.5011674227552734,0.4982411916307503,0.5010160299523195,0.4908013030362912,0.49954770234313833,0.47669940775911523,0.4894695002787567,0.49249690016373376
b1257,b1257,0.4705142616609282,0.47273183428718296,0.47365506775248756,0.49407745953880533,0.4915847756806404,0.49602773693049107,0.49048442984443424,0.4862497404747222,0.48148166913991525,0.4701220012858033,0.46787831302816363,0.4764152039541725
b1988,b2986,0.5473222896831449,0.5353210693298526,0.5197317233078684,0.5215847367544846,0.5088033102436355,0.508753792128161,0.5044347739561176,0.5029437918469293,0.5047397454824026,0.49854333327106315,0.504749466705672,0.5170452692159299
b2986,b2986,0.4414105652003113,0.457637796132825,0.4759544655692586,0.510721239020913,0.5151741077368015,0.520358727804348,0.5162576926231206,0.5130476217864371,0.5121222240899983,0.5019549129385159,0.5032136655520804,0.5101589135991487
b1988,b3454,0.471553340678345,0.48982590464863895,0.49239096649460684,0.516333683623658,0.5104586688072075,0.5166854002265974,0.5133091233198408,0.4945978724228037,0.5135948799774084,0.48410065426277027,0.5064275143793925,0.4767468915826716
b0889,b3454,0.48635479977927,0.4809134592578387,0.48191915824348597,0.498917126454483,0.49761569441009834,0.4989398542486317,0.4936204699791961,0.49797633012330067,0.4852737512299813,0.4843624457224202,0.4744235246244767,0.501345004442423
b3067,b3454,0.5128213952269195,0.5066970476912765,0.5086021760842395,0.5242684703142241,0.5205005070562156,0.5206265847307663,0.5158744817250878,0.5226541575790767,0.5138069713847546,0.517893284240965,0.5121454667765534,0.5432483063382545
b3454,b3454,0.47220870646083224,0.47507012743095334,0.476250051147929,0.496034432479392,0.49398605686006636,0.49736962482882774,0.4924871262917238,0.4880878966945442,0.48486243154564096,0.4724528951906801,0.4721491596671473,0.47839474791543185
b4401,b2992,0.4871352588143641,0.47352301913356526,0.47161097847136263,0.5039501285947736,0.4997873346477796,0.49421200277604693,0.49256645605731286,0.49881045152377107,0.4983680518672388,0.48288871208315476,0.488312508679569,0.48674551146625916
b1221,b2992,0.49387200311490553,0.4862354990473947,0.48558422507555643,0.5145026790414661,0.4990242864736123,0.5118503168578931,0.4954588901307667,0.5087861632827421,0.5160015415471669,0.49744697762663115,0.4959403818984945,0.5028894796879958
b3067,b2992,0.5046083546464908,0.5022674323920543,0.5040167222871119,0.5240821265539191,0.5310864968940171,0.5132293539894116,0.5254632997048234,0.5153320721228378,0.5097864850087653,0.5087496849548544,0.5223934987502806,0.5255777452723308
b2398,b2992,0.4884695162699948,0.5014801883340196,0.5049783489019372,0.5185284877173794,0.4972485953278424,0.5310859819004918,0.5018173721111175,0.5093915631487517,0.5196887020316019,0.5033253833023639,0.49249784579725153,0.5140386433096089
b2992,b2992,0.4575716070548723,0.4714958689002692,0.47489428790644733,0.4850096835803096,0.49408276210771784,0.4904877347892378,0.49504041886810657,0.47471423470229884,0.46320269119521107,0.4574212047413947,0.458244249529023,0.46561367755318184
b4401,b1243,0.47415834968162807,0.46184833127194047,0.490706336684451,0.49085609809107505,0.49792736004397325,0.493729912361869,0.48387133861129983,0.48759763713620685,0.47187329606887335,0.48159921142473333,0.4586841952038203,0.4666616232441424
b0683,b1243,0.4848875192376261,0.4682249885008808,0.49303710681071516,0.4896855074915816,0.48653530819655844,0.50439645156499,0.4823845211461243,0.501198599843732,0.47326781311704313,0.4855855473645323,0.4730855146696309,0.4813256865585603
b1922,b1243,0.459720252792601,0.47460654386799433,0.4537220103980382,0.4892693306064945,0.48121884167165674,0.49353776571461827,0.4924187607508143,0.47445177336114175,0.4931610577818743,0.4545466344761867,0.4593178220728469,0.4574104135798973
b1988,b1243,0.46946930515834023,0.4813944019687426,0.46412320993751915,0.5081161662404886,0.5080330467791215,0.48966702220345004,0.4979273055060912,0.4906451597887764,0.4768692796312471,0.45799573156019935,0.49017971165110125,0.5083331261131562
b0889,b1243,0.5041983837816285,0.48593234064765983,0.49403498514822325,0.5216590577823265,0.5225574536255143,0.5162249803874353,0.5082205181502312,0.5077119357398767,0.5130672430724744,0.4975365340176857,0.48422934694760406,0.4932046937212742
b0761,b1243,0.4731461624915773,0.49678585502463646,0.5046975773756006,0.5020170278174783,0.49812786964909367,0.5109283069593616,0.5109443427513588,0.492478089695991,0.5115061237569992,0.5064674275778241,0.49388772778616197,0.4914777157210564
b1243,b1243,0.4851234256577059,0.496451544844007,0.4824032149024411,0.512894664945648,0.5043269738484351,0.5101475988426272,0.5084617576390411,0.5041277873783752,0.5029554854472014,0.4843536261270923,0.5053322456901663,0.515509315600614
b0889,b1525,0.46560471149583776,0.47645654526643294,0.4848846495537113,0.5103075667749263,0.5116702874471706,0.5182066750035822,0.5175510519780083,0.5191915626180912,0.5248605100233462,0.5227985359891175,0.5329361074640683,0.5486232912714869
b1525,b1525,0.5173527195144202,0.5128364589001052,0.5094730723794137,0.5228557370933975,0.5144237933021725,0.5137124348233447,0.5065467874453902,0.5009604519718709,0.49727296385514475,0.4842799710928889,0.4829674176322922,0.48781005951304396
b0683,b3332,0.4662371329525437,0.4683731146127832,0.4674477057458512,0.49718752305600056,0.47877911499341363,0.4967692563000225,0.4914172699261124,0.4826415786007141,0.4879535263409874,0.4583342421569959,0.4487454977868186,0.45693894966402665
b1237,b3332,0.4906174665493437,0.5048056635617019,0.4893904587643895,0.5148716784587194,0.5215082345469528,0.5157086665975791,0.5188848321362529,0.5090227296574172,0.5114236389031609,0.502874220489299,0.5007794351396864,0.5116434663335292
b3067,b3332,0.5095779259816713,0.5056368743776143,0.5165420595647982,0.533422257209905,0.5185801265046531,0.5279534340327074,0.5199347513236094,0.5214262846338329,0.5249055965249297,0.5152736617907179,0.5219538339335308,0.5330236886544996
b1642,b3332,0.4727749780044622,0.47097821702523585,0.4831210917139539,0.4879199242916102,0.5014657428973183,0.49148718853221623,0.48335499666087467,0.48731887545284325,0.47136971829432545,0.47860399201911363,0.4908829112745091,0.4925632316305628
b3332,b3332,0.4776517183807198,0.48042658644633407,0.4818039124510751,0.5013278261132018,0.49876053339554477,0.5019041348836865,0.4971352478323984,0.4931822379226125,0.490788316576616,0.4793233838633295,0.47989197551156526,0.4868332711913249
b4401,b0613,0.4856788355866469,0.4873385155159567,0.49425483006168913,0.5221142947560137,0.510731799273836,0.5215124530299007,0.5142200675905686,0.5118991380603098,0.4950817922103928,0.4848601813293004,0.4967200529456612,0.49792400547970406
b0620,b0613,0.48724763846330793,0.49148217870827027,0.4906781413161842,0.5129634934980318,0.5060053165700261,0.5136784004988268,0.5138601927529276,0.513781276666985,0.4949913373859207,0.5185417079996015,0.516104517752786,0.5214292281144111
b1334,b0613,0.48294497047181223,0.4803589576958957,0.5045696836954517,0.5017295376985832,0.4891606231262246,0.5144372878716592,0.4932733709992008,0.4853280023161268,0.5010328262802654,0.4696371774994558,0.49031168592150837,0.4833066776601368
b3357,b0613,0.49186797116806835,0.4968302061012104,0.48301456171307805,0.5141397064582429,0.5233274383405364,0.5009950105251573,0.5045358742475059,0.5016533824452944,0.5121331048919738,0.4802713818308604,0.4720974104724232,0.49739710721182484
b1221,b0613,0.4649093395119119,0.4699268387833395,0.4656129890809845,0.506149979290334,0.4984586535734558,0.503680928914785,0.5051193714415778,0.5045330232339096,0.46701756947805556,0.47850188675549665,0.4770762820544349,0.4796399196949696
b0613,b0613,0.4760691948136545,0.4798428428370739,0.4759558930978991,0.48689370608320043,0.4925095442647049,0.48779948855895927,0.48570226451879756,0.4806969749718395,0.49366919482989624,0.4821532019990767,0.47260642522228136,0.4861284694748864
b1712,b4475,0.48964290466458493,0.4774652758248634,0.4823528184168888,0.5088153600911277,0.48904748890843774,0.4951035174769868,0.4930000935755896,0.4770262119647721,0.47878384276851305,0.45983157010256803,0.48925568256041235,0.48444766786471694
b0912,b4475,0.45337154265374496,0.47529440925624733,0.4646482713363537,0.4799847918826493,0.4844242950910725,0.49527449383323924,0.49233640994527417,0.49675206502851843,0.489854987310134,0.48527343491684727,0.44952381327705576,0.46679548546833377
b3422,b4475,0.5130219695067002,0.519142523732822,0.5153978179363214,0.5344092935915757,0.5208093720925466,0.529892566259482,0.5294016398938293,0.5272435955322871,0.5314365501645323,0.5281237841568925,0.5288030664003474,0.5416022798147656
b3202,b4475,0.4752725247869751,0.4722575090485955,0.4852223347872017,0.5020172008329623,0.5157255382502915,0.5047590985241118,0.49332335685446443,0.4929013143540489,0.4881974853319087,0.47416637100547376,0.48266470881988,0.4888289035268569
b4475,b4475,0.48135367506733745,0.48405656155514776,0.48555710487087966,0.504899122238135,0.5019751641616628,0.5049493033532743,0.5002559644752632,0.4966043251934614,0.4947720963441564,0.48394611713444674,0.4851058433173966,0.49251889746377614
b1275,b2762,0.48621798021194723,0.4805907828614045,0.4819322748127039,0.5167765129505083,0.49623725428373316,0.5136356654835675,0.5205048618208477,0.48529928862535554,0.4992334599620326,0.4974912445153973,0.4807190132252113,0.4893744394141423
b1988,b2762,0.48250170798054587,0.4895233035513433,0.4743456779571689,0.4945610806845445,0.5163785848357089,0.4927199076091629,0.49112990893655284,0.5107406327768639,0.4887709605572157,0.501244941129088,0.49906379368456155,0.4960140881395596
b1712,b2762,0.46020463970346215,0.4784675885076979,0.4809496605717617,0.5022299542733346,0.5036303774637368,0.4987197889829972,0.49343395409959173,0.5063789494181218,0.47701382865248193,0.4727235676950316,0.5000704214645263,0.47099481048454234
b4327,b2762,0.48985373228034895,0.4798470581401673,0.49307057600067683,0.5038587028068525,0.5132349823856459,0.5196265157472598,0.5094051316641708,0.5016532428638841,0.49987271480042167,0.4850263741066065,0.5053428097941244,0.5095346120468793
b0912,b2762,0.4925388578295842,0.4801238347740487,0.489481432350852,0.5007760263184793,0.48932161872674845,0.5086795994737549,0.4984218658398294,0.4775607593175107,0.5062456209242931,0.47264590581114707,0.4560355165675734,0.5032595856518801
b3067,b2762,0.4867478594866772,0.5050049105747754,0.506794658476949,0.5214464829631722,0.5005635168464521,0.5070205808536805,0.497433488860752,0.5073025460742342,0.5116256035035847,0.4848239660856277,0.48441091067316167,0.5060589229474125
b2762,b2762,0.4721606522368524,0.4750632074792889,0.4762429094894117,0.4960274304353909,0.4939792427058512,0.4973631206689431,0.492480221250447,0.48807965583874335,0.4848518363071135,0.4724396322890611,0.4721335113393879,0.47837659288075973
b1237,b4313,0.5065411369548327,0.48583249225786146,0.48490215139594245,0.501847034925055,0.5188905980863959,0.5136996450926082,0.5022588263509805,0.48784910314672425,0.5077942597160243,0.5004153915666115,0.4956519652500848,0.4849424200583473
b0889,b4313,0.4784212223404128,0.48431062337936065,0.4915691327082103,0.5094650342651816,0.500941415741895,0.5031290742541573,0.5051095687523584,0.5003187879036626,0.494461907403112,0.4889991070390947,0.48384919490055567,0.4974690932596235
b3067,b4313,0.47391141902651246,0.5048033728412059,0.4884165697388051,0.516920280172585,0.4994055327376568,0.5192211169074596,0.5000661089934513,0.5226433265948001,0.5032183164466867,0.4694236951593308,0.5113631647131762,0.5289080082418116
b2289,b4313,0.4880274442416349,0.48190891818623804,0.5020402895555127,0.5140520720844506,0.5082490398382665,0.5012153294734115,0.514946357248633,0.4970684089866994,0.4984702832297302,0.5093986376031358,0.4813267390076077,0.49536490430085767
b4313,b4313,0.4708010245110159,0.4746730391229799,0.47369010190389543,0.49436845769478094,0.49270910695702014,0.49724152976274455,0.49027522835152454,0.48743411776979506,0.48374479574748247,0.46876197167755684,0.47166551083125385,0.47707936168424797
b2573,b0161,0.4408602305555078,0.4448394777977192,0.4403388100536539,0.46628373056028144,0.4728927416798451,0.4756570154953903,0.46598631524594,0.4583262073426428,0.4509940321637872,0.434334910916993,0.4274933735102289,0.43796403559773384
b3912,b0161,0.49866677360820344,0.4996140583724692,0.5146047738400209,0.5203768945273232,0.50019153861615,0.5080683789108942,0.5152728883549286,0.5149921587565259,0.5138707021303317,0.5024834312843159,0.5100169768480286,0.49583285830579016
b1237,b0161,0.5218208023167704,0.5247826953848901,0.5194226043211949,0.5451216773937972,0.5485008400577226,0.5460956581517811,0.5349273383478611,0.5335546176492914,0.539505360519843,0.5384924780418254,0.5444056664294398,0.573055736221242
b0161,b0161,0.4786883141180272,0.4814460838874047,0.4828607927072924,0.5023388817492757,0.4996750203867869,0.5027691927022788,0.498022013236731,0.49415515200608473,0.4919213458978443,0.48063835770802255,0.48137505343491394,0.4884502038121721
b1988,b2776,0.5432027429675602,0.5374548266084564,0.5305794125414185,0.5391790422208045,0.5284305994019615,0.5286452126318452,0.5247501842997467,0.5244721827094969,0.5286737470615901,0.5249837911981876,0.5331647655793892,0.5466535191376212
b2776,b2776,0.44673532843124786,0.45704169528408345,0.4672633154250472,0.49563292432947303,0.49796658232814994,0.50271252413432,0.49807025060465204,0.49360362651830075,0.490302686919458,0.477604883553138,0.4767565318850918,0.48226705338424436
b2664,b4461,0.5295498959528753,0.5246049040989975,0.5214105092248877,0.5357306277774877,0.5287858430281905,0.5305490270864885,0.5271498205657488,0.5269764515503064,0.5311551815524213,0.5272665648759444,0.5350760406480688,0.5480719509541288
b4461,b4461,0.4601795037093768,0.46969967424503234,0.47655531573278964,0.49960612903901686,0.49832237410030905,0.5015494202325775,0.4963917458905577,0.4917923872083915,0.4884890321222962,0.47592834423978875,0.4753410402059467,0.4811911078038607
b2741,b1519,0.4700583763979008,0.4637429227115874,0.4896834462405078,0.5031095880065513,0.5031514423728501,0.5056255358771434,0.4920824995463488,0.4920052823372749,0.4932512350291339,0.46959010589880895,0.46379160962125565,0.5041046991757425
b3357,b1519,0.49440340795964866,0.49917496847465886,0.49755406270611147,0.5239163700273017,0.5101930384947265,0.5134306800053605,0.5142117444820379,0.5173122527897718,0.5185761277156445,0.484145959446589,0.510220133284428,0.5098634269604514
b1512,b1519,0.4893151670315988,0.5010542068923025,0.4774465995088033,0.5010413075018726,0.4983085032634247,0.5018102927517961,0.5050007192250995,0.4955899584441269,0.4897080327301615,0.5000560537228369,0.5012699126520801,0.4762511706187885
b2664,b1519,0.49038900846248945,0.48904879647414695,0.49972906321821003,0.5116581930046693,0.5152051233656771,0.5169934864494116,0.5067281614577106,0.5010309310115989,0.5011745327077778,0.5077387583962051,0.4930152778867312,0.5169223987985082
b1519,b1519,0.47326967347419724,0.4776799534235123,0.47470531941133887,0.4955584043634165,0.49307925867129215,0.4965985974556036,0.49320882891223855,0.4881802967263049,0.48433898756073096,0.47391900196299286,0.4747499351985637,0.4753260547692815
b1988,b0607,0.4362214288925629,0.43918991083118825,0.43835045059674227,0.4592718287007355,0.4604916745834857,0.4654669344695522,0.4597818442515602,0.45227892018702576,0.44325842408383515,0.4242786736840946,0.4179281588734317,0.4193847308890501
b0607,b0607,0.5154963003590793,0.5181255285552225,0.5215791725901551,0.5398828630601573,0.5339019903295715,0.5354241975733842,0.5315716892825504,0.5309729318662475,0.5347908994749418,0.5303778550856957,0.5374571534426063,0.5495769456440476
b3067,b0388,0.5006526941787893,0.5025972194806398,0.5057913521768009,0.5217919207972421,0.5200855062779263,0.5236114237340873,0.5188152585953516,0.5149609167083776,0.5167579329363342,0.5106247141179316,0.512961013563287,0.5242839880601443
b1323,b0388,0.48113112704975886,0.4817457721733201,0.48799843670443765,0.49540683512418243,0.5072301435281384,0.5168519431712408,0.5094186990689327,0.49668373021844775,0.49750354199376834,0.4923715801790913,0.48334601833251023,0.49688101361557274
b4393,b0388,0.489355855731621,0.49426858587880274,0.49082659196231193,0.5231957279791598,0.5031527057418023,0.4984474803851831,0.49706587857287643,0.5043031558501269,0.500879217926419,0.4852496870427063,0.49917783564258017,0.5008772702863852
b0388,b0388,0.47234347343945415,0.4752505702582397,0.4764461534442715,0.4962071766619173,0.4941758054060313,0.4975613582437461,0.4926959088786746,0.4883296009456597,0.485157440316971,0.4728091381425129,0.47256385928163996,0.47885821250956667
b1988,b1096,0.5028605162489214,0.5091493855958186,0.5170930838870765,0.5396254017517621,0.5357575500569213,0.5378745904060102,0.5340243560973787,0.5332222011373079,0.5367482144456769,0.5318708698779815,0.5383208407304217,0.5502765342912933
b1096,b1096,0.48616778295748786,0.48510066207481595,0.4815271262039332,0.496753022898604,0.4923485922763586,0.49500683521315936,0.490034871064406,0.48575071930819397,0.4826960618540407,0.47059080417061716,0.47072119046377736,0.47698860833808476
b3912,b3859,0.5018140234904549,0.5042519280730863,0.5065863609596375,0.5251299046177043,0.5202982568025523,0.5223636620038113,0.5182383689285855,0.5162992348087954,0.517830554119703,0.5106878326844001,0.515181088463298,0.5251398337788344
b3067,b3859,0.49160565570177944,0.4941079643762675,0.495958040192735,0.5147649366059565,0.5108898163313418,0.5134877069240271,0.5090035589735826,0.5063579395817132,0.5061164588448525,0.49725764420148144,0.5003245488391296,0.509380755869233
b3859,b3859,0.47227059721266645,0.47512630803876393,0.4763049977995236,0.49605057727134655,0.4940115231634818,0.4974098721533944,0.49253077886977925,0.4881344892508043,0.4849326014978447,0.4725398584532819,0.47225176329148105,0.4785105882758852
b1922,b1082,0.494991176212119,0.495333344127475,0.49476427842425585,0.5110761859623605,0.5051031235388108,0.5057953001525225,0.4998839361108899,0.4975649948235943,0.5039447486726072,0.5146966159625564,0.5512186090211003,0.595300854538636
b1082,b1082,0.4941147107847628,0.4980381754102837,0.5017999012828667,0.5222795719044327,0.5194620517086596,0.5231004091036225,0.5196162257378732,0.5161945363986252,0.5098301727253743,0.48270763237722286,0.45469181618066784,0.43092219026134476
b1988,b1914,0.5571178468195361,0.5579659325534174,0.5621888784044097,0.5767897872727441,0.5676223024340412,0.5682220334919965,0.5639624454687724,0.5667900443844935,0.5759648259589768,0.5786384114314652,0.591750217692013,0.6096462269682363
b4043,b1914,0.44435270729993315,0.4537269882660036,0.45384355561282813,0.4870892819189353,0.47777617736789435,0.47254225281519413,0.48030616586036123,0.47254133995520925,0.4737393062010367,0.456513427821403,0.45836134993317534,0.45765451481510605
b3067,b1914,0.460501190373025,0.4581232862135911,0.4590042340094442,0.46838264849096956,0.47647810895947723,0.48934259705292593,0.4722123845513331,0.4678225329911353,0.45489266285433605,0.4403380919258787,0.4319755866036069,0.4395486178993932
b1914,b1914,0.4734337525505197,0.47629100666485924,0.47754612549350267,0.4973087058298143,0.49517590985196047,0.4985401833838347,0.493731517897166,0.4895013321510626,0.48656128002526794,0.4744792552134174,0.4744861183711232,0.48098614807924855
b0064,b1900,0.48045152087650816,0.4877323720505887,0.4820572652490137,0.5135453905648061,0.49602433205298174,0.49584020803668943,0.5019342229909004,0.50081937766656,0.498185207736783,0.5024403538304244,0.5082886478878801,0.48688796521735267
b2741,b1900,0.48720496102764665,0.4841470429308062,0.49274260102744155,0.5029466630716586,0.5103815618806047,0.5070601188574816,0.5103141104918675,0.4968785595493206,0.4865522223874545,0.47347058344343573,0.49026583450451783,0.5052119139660416
b3357,b1900,0.5022931015424207,0.47858519192697546,0.49036463335455877,0.5251063102291408,0.5215344489532021,0.5141015246476696,0.509112923357227,0.49485663284792103,0.5089865422501569,0.48755830968203656,0.5029136890971082,0.5294477609793448
b1988,b1900,0.4788846552976009,0.49764055907445465,0.49626206465019185,0.49825159236361694,0.5011373593318431,0.5074190576031037,0.5085690506497003,0.507552233881606,0.48993084335159115,0.4876855302119923,0.48981060776294333,0.4880103772235521
b3067,b1900,0.4743015040458054,0.4874012700967292,0.4836636230449766,0.4994756038506301,0.49635335421367094,0.5141818687589665,0.48733166672058276,0.4986097182255825,0.5069397279848507,0.4881356687803495,0.45979989982529074,0.48234319493594213
b1900,b1900,0.4701984283562021,0.4740959752692928,0.4739572451175727,0.49544050559744063,0.491658753584869,0.49620166301246416,0.48990028834583854,0.4871546010775666,0.48528770308917274,0.47311374773550446,0.4699022160269804,0.4746979540179726
